state,district,disease,no_of_cases,deaths,start_of_outbreak,date_of_reporting,status,action
Nagaland,Mon,Fever,10.0,0.0,27-11-2025,,Under Surveillance,"Cases of fever with myalgia and fatiguewere reported from Village Jaboka, Sub-District Tizit, District Mon. District RRT investigated the outbreak. House to housefever survey was done. All cases weretreated at PHC Tizit. Both children andadults were affected. All 10 blood samplescollected, tested negative for Dengue (Rapid NS1). Anti-larval activities andfogging was done in the affected area. Community awareness and healtheducation given by the peripheral team onvector control measures, hygiene andsanitation."
Uttar Pradeshpandemic on 11th Ministry of Health and Family Welfare. This is made available on public domain and can be acces,Kushi Nagar,"Leptospirosis COVID March, 2020. The States have been reporting the COVID",21.0,3.0,25-11-2025 19 cases and deaths on a real,-https:--www.mohfw.gov.in-,Under Surveillance 2 21 R,"Cases were reported from village Dholha (Tola Gulharia), Sub-District Tindivanam, District Kushi Nagar. 3 deaths werereported in children below 10 years (5 years male, 7 years and 3 years-4 monthsfemales) from 25.11.2025 to 28.11.2025 preceded with acute onset of fever within -5 days, vomiting and convulsion. Thethree deaths had clinical resemblance. Thedeceased, a 7 years old female patient, waspositive for Leptospirosis and labconfirmation of other two patients was notdone. The families of the deceased wereresiding in close proximity of 8-10 meters. Given the epidemiological linkage andenvironmental findings, it was a probableoutbreak of Leptospirosis. District RRT investigated the outbreak. House to housesurvey was done. Cases were childrenbelow 15 years of age. Random samples ofpeople were collected and sent to MRC Gorakhpur, 4 samples testedpositive for O. tsutsugamushi (IgM ELISA), 4 samples for Japanese Encephalitis (2 samples with West Nile Virus and 1 sample with Dengue - IgM ELISA), 1 sample for West Nile Virus and 1 sample for Leptospirosis (IgM ELISA). Cases were treated at Combined Hospital Kushi Nagar and BRD Medical College, Gorakhpur. Prophylactic dose of Doxycycline and Azithromycin was givento all people of the village. Three teams inthe leadership of Pediatrician weredeployed in the village and a mobileambulance was arranged for referralservices. Larvicidal treatment in stagnantwater and fogging was done in the affectedarea. Insecticide treated mosquito netswere distributed to the households. Community awareness and healtheducation was given by the peripheralteam early reporting of fever cases, vectorcontrol measures, hygiene and sanitation. time basis and the same was being updated on the website of"
Bihar,Bhagalpur,Measles,11.0,0.0,15-12-2025,16-12-2025,Under Surveillance,"Cases of fever with rash werereported from Village Jamuni, Sub-District Jagdishpur, District Bhagalpur. District RRT investigated the outbreak. Activesearch for fever cases was done. Cases were treatedsymptomatically. The affectedage group was 2-10 years. 2 blood samples were collected andsent to AIIMS Patna; resultawaited. Community awarenessand health education given by theperipheral team on spread ofinfection, isolation of cases, hygiene and sanitation."
Bihar,Jehanabad,Chickenpox,5.0,0.0,17-12-2025,17-12-2025,Under Surveillance,"Cases of fever and vesicular rashwere reported from Village Kasain, Sub-District Jehanabad, District Jehanabad. District RRT investigated the outbreak. Theaffected age group was 11 months-5 years. Blood samplesfrom all 5 cases were tested at Nalanda Medical College and Hospital, Patna. All samplestested positive for chickenpox (IgM ELISA). Communityawareness and health educationgiven by the peripheral team onspread of infection, isolation ofcases, hygiene and sanitation."
Bihar,Kishanganj,Suspected Food Poisoning,16.0,0.0,17-12-2025,18-12-2025,Under Surveillance,"Cases of nausea and vomitingwere reported from students of Govt. OBC +2 Girls High School, Village Mahesh Bathna, Sub-District Kishanganj, District Kishanganj. District RRT investigated the outbreak. Theaffected age group was 11-17 years. The cases developedsymptoms after eating suji halwaat Jeevika canteen. All caseswere treated. Communityawareness and health educationgiven by the peripheral team onsafe drinking water and foodhabits, hygiene and sanitation."
Chhattisgarh,Janjgir-Champa,Acute Gastroenteritis,26.0,0.0,14-12-2025,15-12-2025,Under Surveillance,"Cases of nausea, headache andabdominal cramps were reportedfrom Churabhatha Middle School, Village Chaura Bhata, Sub-District Nawagarh, District Janjgir-Champa. District RRT investigated the outbreak. Thecases developed symptoms aftereating the midday meal. Theaffected age group was 11-14 years. All cases were treatedsymptomatically. Communityawareness and health educationwas given by the peripheral teamon safe food habits and drinkingwater, hygiene and sanitation."
Chhattisgarh,Raigarh,Chickenpox,11.0,0.0,12-12-2025,15-12-2025,Under Surveillance,"Cases of fever with rash werereported from Village Bhelwa Tikra, Sub-District Raigarh, District Raigarh. District RRT investigated the outbreak. Activesearch for fever cases was donein the affected area. All caseswere treated symptomatically. The affected age group was 5-44 years. All the 11 serum samplescollected and sent to AIIMS Raipur, tested positive for V. zoster (RT-PCR). Communityawareness and health educationgiven by the peripheral team onisolation of cases, propernutrition, hygiene and sanitation."
Gujarat,Anand,Food Poisoning,114.0,0.0,14-12-2025,15-12-2025,Under Control,"Cases of loose motion, vomitingand abdominal pain werereported from Irma College Campus Hostel, Sub-District: Anand City, District Anand. Health Facility: Ganesh Chokdi UPHC. District RRT investigatedthe outbreak. Cases developedsymptoms after consuming foodat the hostel mess. A health campwas organized on the collegecampus. Symptomatic treatmentwas given to cases. 20 patientswere treated at health facilities. The affected age group was 20-30 years. Out of 9 stool samplescollected and sent to DH Anand, 2 samples showed growth of E. faecalis. 2 water samplescollected, were potable. Community awareness andhealth education given by theperipheral team on safe foodhabits and drinking water, hygiene and sanitation."
Gujarat,Bharuch,Acute Diarrhoeal Disease,12.0,0.0,18-12-2025,18-12-2025,Under Surveillance,"Cases of loose motion andvomiting were reported from Village Dantrai, Sub-District Hansot, District Bharuch. District RRT investigated the outbreak. House to house survey was done. Cases were treated at Kakaba Hospital, Hansot. The affectedage group was 4-55 years. Chlorine tablets were distributedto the households. Communityawareness and health educationgiven by the peripheral team onsafe drinking water, hygiene andsanitation."
Kerala,Kannur,Hepatitis A,99.0,0.0,16-12-2025,16-12-2025,Under Surveillance,"Cases of vomiting and loss ofappetite were reported from Village Chengalai, Sreekandapuram, Nediyanga, Malapattam, Kurumathur (CT) and Eruvassy, Sub-District Taliparamba, District Kannur. District RRT investigated theoutbreak. Cases were students at GHSS Sreekandapuram. Theaffected age group was 11-54 years. An open well wasidentified as the source. Pumpingwas stopped and correctiveactions were initiated. Out of 16 water samples collected, 2 samples tested positive forcoliform and E. coli. Out of 14 blood samples collected and sentto AKG Hospital (2), Rajiv Gandhi Hospital (3), Thaliparamba Cooperative Hospital (5), Sahakarana Hospital Taliparamba (1), IMCH SKPM (1), Sree Chandh Hospital (1), St. Joseph's Hospital (1), 1 sample tested positive for Hepatitis A (IgM ELISA). NSS camps were organized in schoolsto promote awareness on Hepatitis A prevention andhygiene practices. Communityawareness and health educationgiven by the peripheral team onsafe drinking water and foodhabits, hygiene and sanitation."
Kerala,Kottayam,Acute Diarrhoeal Disease,11.0,0.0,17-12-2025,19-12-2025,Under Surveillance,"Cases of loose stools andvomiting were reported from Ward 5 (Mattam) and Ward 6 (Kaipuzhamuttu), Village Vechoor, Sub-District Vaikom, District Kottayam. District RRT investigated the outbreak. Affected cases were in the agegroup of 1-49 years. 1 watersamples tested at Kerala Water Authority Lab Vaikom werenegative for E. coli andcoliforms. ORS packets weredistributed to all affected casesand household contacts. Community awareness andhealth education given by theperipheral team on vector controlmeasures, hygiene and sanitation."
Kerala,Kozhikode,Dengue,12.0,0.0,16-12-2025,16-12-2025,Under Surveillance,"Cases of fever, headache, fatigueand myalgia were reportedamong staff of District Veterinary Hospital in Mavoor Road, Sub-District Kozhikode, District Kozhikode. District RRT investigated the outbreak. Theaffected age group was 26-56 years. 1 serum sample wascollected and sent to RPHL, Kozhikode. The sample wasfound to be positive Dengue (IgM ELISA). Fever survey, source reduction activity, temephos granule application, fogging and mosquito proofingof vent pipes were done. Community awareness andhealth education given by theperipheral team on vector controlmeasures, hygiene and sanitation."
Kerala,Thiruvananthapuram,Mpox (Clade I),1.0,0.0,20-12-2025,20-12-2025,Under Surveillance,"Case was reported from Village: Karikkakomanayara, Sub-District /District Thiruvananthapuram. A 33 years-old-male developedsymptoms of fever on 10.12.2025 and later progressed to severethroat pain and rashes. Hereturned back to Thiruvananthapuram, India from Dubai on 16.12.2025. The patientwas admitted to MCH TVM on 19.12.25 and tested positive for Mpox on 19.12.2025 by PCR. The clade typing result came asclade I on 23.12.2025 from NIV Pune. He was treated as per stateguidelines and turned negativefor Mpox on 05.01.26 from NIV Pune. He was discharged on 06.01.2026. High-risk contactswere identified and kept onsurveillance for 21 days startingfrom 19.12.2025. No secondarycase was reported from this eventafter a surveillance period ofthree weeks. Communityawareness and health educationgiven by the peripheral team onisolation of cases, hygiene andsanitation."
Kerala,Wayanad,Acute Diarrhoeal Disease,24.0,1.0,17-12-2025,19-12-2025,Under Surveillance,"Cases of loose stools andabdominal pain were reportedfrom Village Cherukottur, Sub-District Mananthavady, District Wayanad. District RRT investigated the outbreak. Houseto house survey was done. Allcases were treated at healthfacilities. 4 stool samples weresent to the Micro Health Laboratory for culture and testednegative for Salmonella, Shigella, and Vibrio species. 1 sample was sent to the Microbiology Department, MCH Mananthavady, and was negativefor Vibrio species. Watersamples collected from a wellwere tested at KWA Mananthavady and were found tobe positive for coliformorganisms. 1 death was reportedin a 73-year-old male on 19.12.2025 who had developedloose stools and abdominal painon 17.12.2025 and was admittedto MCH Mananthavady. Community awareness andhealth education given by Peripheral team on vector controlmeasures, hygiene and sanitation."
